name,diameter,red
grapefruit,9.99,164
grapefruit,9.99,165
grapefruit,9.99,166
grapefruit,9.99,150
grapefruit,9.99,152
grapefruit,9.99,146
grapefruit,9.99,142
grapefruit,9.99,122
grapefruit,10,149
grapefruit,10,127
grapefruit,10,147
grapefruit,10,145
grapefruit,10,166
grapefruit,10,158
grapefruit,10,143
grapefruit,10.01,149
grapefruit,10.01,160
grapefruit,10.01,160
grapefruit,10.01,167
grapefruit,10.01,154
grapefruit,10.02,128
grapefruit,10.02,150
grapefruit,10.02,166
grapefruit,10.02,146
grapefruit,10.02,142
grapefruit,10.02,156
grapefruit,10.02,162
grapefruit,10.02,173
grapefruit,10.02,169
grapefruit,10.02,142
grapefruit,10.03,170
grapefruit,10.03,159
grapefruit,10.03,151
grapefruit,10.03,158
grapefruit,10.03,130
grapefruit,10.03,152
grapefruit,10.03,146
grapefruit,10.04,147
grapefruit,10.04,177
grapefruit,10.04,158
grapefruit,10.04,157
grapefruit,10.04,150
grapefruit,10.04,165
grapefruit,10.04,136
grapefruit,10.04,148
grapefruit,10.04,145
grapefruit,10.04,138
grapefruit,10.04,169
grapefruit,10.04,150
grapefruit,10.05,150
grapefruit,10.05,150
grapefruit,10.05,156
grapefruit,10.05,148
grapefruit,10.05,160
grapefruit,10.05,141
grapefruit,10.05,164
grapefruit,10.05,158
grapefruit,10.05,164
grapefruit,10.05,166
grapefruit,10.06,150
grapefruit,10.06,144
grapefruit,10.06,158
grapefruit,10.06,155
grapefruit,10.06,149
grapefruit,10.07,169
grapefruit,10.07,145
grapefruit,10.07,159
grapefruit,10.07,166
grapefruit,10.07,155
grapefruit,10.07,147
grapefruit,10.07,143
grapefruit,10.07,134
grapefruit,10.07,156
grapefruit,10.07,160
grapefruit,10.07,152
grapefruit,10.08,165
grapefruit,10.08,165
grapefruit,10.08,146
grapefruit,10.08,145
grapefruit,10.08,145
grapefruit,10.09,157
grapefruit,10.09,143
grapefruit,10.09,142
grapefruit,10.09,138
grapefruit,10.09,157
grapefruit,10.09,150
grapefruit,10.09,149
grapefruit,10.09,140
grapefruit,10.1,134
grapefruit,10.1,161
grapefruit,10.1,150
grapefruit,10.1,143
grapefruit,10.1,149
grapefruit,10.1,149
grapefruit,10.11,165
grapefruit,10.11,155
grapefruit,10.11,147
grapefruit,10.11,161
grapefruit,10.11,148
grapefruit,10.11,135
grapefruit,10.11,164
grapefruit,10.11,151
grapefruit,10.11,162
grapefruit,10.11,140
grapefruit,10.11,137
grapefruit,10.11,135
grapefruit,10.11,127
grapefruit,10.11,146
grapefruit,10.12,152
grapefruit,10.12,161
grapefruit,10.12,149
grapefruit,10.12,151
grapefruit,10.12,137
grapefruit,10.12,148
grapefruit,10.12,155
grapefruit,10.12,148
grapefruit,10.13,149
grapefruit,10.13,149
grapefruit,10.13,160
grapefruit,10.13,152
grapefruit,10.13,150
grapefruit,10.14,129
grapefruit,10.14,136
grapefruit,10.14,145
grapefruit,10.14,149
grapefruit,10.14,141
grapefruit,10.14,135
grapefruit,10.14,156
grapefruit,10.14,139
grapefruit,10.14,164
grapefruit,10.14,152
grapefruit,10.15,154
grapefruit,10.15,132
grapefruit,10.15,151
grapefruit,10.15,166
grapefruit,10.15,148
grapefruit,10.15,139
grapefruit,10.15,141
grapefruit,10.15,136
grapefruit,10.16,168
grapefruit,10.16,154
grapefruit,10.16,155
grapefruit,10.16,160
grapefruit,10.16,130
grapefruit,10.16,155
grapefruit,10.16,157
grapefruit,10.17,138
grapefruit,10.17,157
grapefruit,10.17,155
grapefruit,10.17,155
grapefruit,10.17,151
grapefruit,10.17,136
grapefruit,10.17,155
grapefruit,10.17,129
grapefruit,10.17,169
grapefruit,10.18,153
grapefruit,10.18,145
grapefruit,10.18,158
grapefruit,10.18,165
grapefruit,10.18,159
grapefruit,10.18,157
grapefruit,10.18,161
grapefruit,10.18,177
grapefruit,10.18,156
grapefruit,10.18,154
grapefruit,10.18,148
grapefruit,10.18,151
grapefruit,10.18,159
grapefruit,10.18,141
grapefruit,10.19,155
grapefruit,10.19,155
grapefruit,10.19,149
grapefruit,10.19,132
grapefruit,10.19,147
grapefruit,10.19,135
grapefruit,10.19,155
grapefruit,10.19,147
grapefruit,10.19,156
grapefruit,10.19,153
grapefruit,10.19,149
grapefruit,10.19,156
grapefruit,10.19,158
grapefruit,10.19,133
grapefruit,10.19,154
grapefruit,10.2,154
grapefruit,10.2,148
grapefruit,10.2,163
grapefruit,10.2,143
grapefruit,10.2,144
grapefruit,10.2,135
grapefruit,10.2,150
grapefruit,10.2,142
grapefruit,10.2,149
grapefruit,10.2,164
grapefruit,10.2,149
grapefruit,10.21,141
grapefruit,10.21,158
grapefruit,10.21,148
grapefruit,10.21,156
grapefruit,10.21,138
grapefruit,10.21,140
grapefruit,10.21,158
grapefruit,10.21,145
grapefruit,10.21,141
grapefruit,10.22,153
grapefruit,10.22,164
grapefruit,10.22,153
grapefruit,10.22,154
grapefruit,10.23,168
grapefruit,10.23,143
grapefruit,10.23,153
grapefruit,10.23,135
grapefruit,10.23,166
grapefruit,10.23,154
grapefruit,10.23,150
grapefruit,10.23,155
grapefruit,10.24,156
grapefruit,10.24,150
grapefruit,10.24,143
grapefruit,10.24,170
grapefruit,10.24,153
grapefruit,10.25,143
grapefruit,10.25,148
grapefruit,10.25,157
grapefruit,10.25,149
grapefruit,10.25,156
grapefruit,10.26,139
grapefruit,10.26,160
grapefruit,10.26,147
grapefruit,10.26,155
grapefruit,10.26,155
grapefruit,10.26,143
grapefruit,10.26,156
grapefruit,10.26,148
grapefruit,10.26,156
grapefruit,10.26,142
grapefruit,10.26,144
grapefruit,10.26,142
grapefruit,10.27,159
grapefruit,10.27,153
grapefruit,10.27,160
grapefruit,10.27,176
grapefruit,10.27,149
grapefruit,10.27,130
grapefruit,10.28,161
grapefruit,10.28,162
grapefruit,10.28,133
grapefruit,10.28,147
grapefruit,10.28,150
grapefruit,10.28,149
grapefruit,10.28,152
grapefruit,10.29,144
grapefruit,10.29,150
grapefruit,10.29,151
grapefruit,10.29,170
grapefruit,10.29,137
grapefruit,10.29,177
grapefruit,10.29,156
grapefruit,10.29,139
grapefruit,10.29,140
grapefruit,10.29,146
grapefruit,10.29,156
grapefruit,10.3,172
grapefruit,10.3,157
grapefruit,10.3,151
grapefruit,10.3,161
grapefruit,10.3,140
grapefruit,10.3,168
grapefruit,10.31,164
grapefruit,10.31,148
grapefruit,10.31,140
grapefruit,10.32,142
grapefruit,10.32,147
grapefruit,10.32,158
grapefruit,10.32,135
grapefruit,10.32,159
grapefruit,10.32,145
grapefruit,10.32,138
grapefruit,10.32,151
grapefruit,10.33,143
grapefruit,10.33,135
grapefruit,10.33,121
grapefruit,10.33,138
grapefruit,10.33,157
grapefruit,10.33,143
grapefruit,10.33,143
grapefruit,10.33,144
grapefruit,10.33,169
grapefruit,10.33,146
grapefruit,10.33,159
grapefruit,10.33,165
grapefruit,10.34,169
grapefruit,10.34,147
grapefruit,10.34,159
grapefruit,10.34,140
grapefruit,10.34,165
grapefruit,10.34,140
grapefruit,10.34,126
grapefruit,10.34,159
grapefruit,10.34,144
grapefruit,10.34,147
grapefruit,10.35,155
grapefruit,10.35,143
grapefruit,10.35,147
grapefruit,10.35,153
grapefruit,10.35,146
grapefruit,10.35,136
grapefruit,10.35,139
grapefruit,10.35,145
grapefruit,10.35,148
grapefruit,10.35,173
grapefruit,10.35,163
grapefruit,10.35,136
grapefruit,10.35,166
grapefruit,10.35,150
grapefruit,10.35,142
grapefruit,10.35,148
grapefruit,10.35,156
grapefruit,10.36,139
grapefruit,10.36,166
grapefruit,10.36,161
grapefruit,10.36,158
grapefruit,10.36,150
grapefruit,10.36,143
grapefruit,10.36,144
grapefruit,10.36,147
grapefruit,10.36,139
grapefruit,10.36,178
grapefruit,10.37,152
grapefruit,10.37,161
grapefruit,10.37,160
grapefruit,10.37,143
grapefruit,10.37,154
grapefruit,10.37,153
grapefruit,10.37,155
grapefruit,10.37,146
grapefruit,10.37,148
grapefruit,10.37,138
grapefruit,10.37,124
grapefruit,10.38,143
grapefruit,10.38,161
grapefruit,10.38,146
grapefruit,10.38,153
grapefruit,10.38,160
grapefruit,10.38,150
grapefruit,10.38,149
grapefruit,10.38,166
grapefruit,10.38,168
grapefruit,10.38,145
grapefruit,10.38,137
grapefruit,10.38,146
grapefruit,10.39,146
grapefruit,10.39,161
grapefruit,10.39,151
grapefruit,10.39,150
grapefruit,10.39,149
grapefruit,10.39,161
grapefruit,10.39,161
grapefruit,10.39,167
grapefruit,10.39,145
grapefruit,10.4,156
grapefruit,10.4,130
grapefruit,10.4,152
grapefruit,10.4,156
grapefruit,10.4,151
grapefruit,10.4,150
grapefruit,10.4,143
grapefruit,10.4,157
grapefruit,10.4,167
grapefruit,10.41,147
grapefruit,10.41,139
grapefruit,10.41,138
grapefruit,10.41,151
grapefruit,10.41,157
grapefruit,10.41,165
grapefruit,10.41,169
grapefruit,10.41,158
grapefruit,10.41,162
grapefruit,10.41,149
grapefruit,10.41,158
grapefruit,10.42,147
grapefruit,10.42,155
grapefruit,10.42,152
grapefruit,10.42,149
grapefruit,10.42,156
grapefruit,10.42,161
grapefruit,10.42,158
grapefruit,10.42,148
grapefruit,10.42,162
grapefruit,10.42,135
grapefruit,10.42,151
grapefruit,10.42,170
grapefruit,10.42,150
grapefruit,10.42,150
grapefruit,10.42,146
grapefruit,10.42,145
grapefruit,10.42,158
grapefruit,10.43,139
grapefruit,10.43,151
grapefruit,10.43,148
grapefruit,10.43,160
grapefruit,10.43,151
grapefruit,10.43,151
grapefruit,10.43,133
grapefruit,10.43,163
grapefruit,10.43,130
grapefruit,10.43,162
grapefruit,10.43,142
grapefruit,10.43,127
grapefruit,10.43,149
grapefruit,10.43,140
grapefruit,10.44,151
grapefruit,10.44,149
grapefruit,10.44,148
grapefruit,10.44,139
grapefruit,10.44,144
grapefruit,10.44,160
grapefruit,10.44,158
grapefruit,10.44,156
grapefruit,10.44,147
grapefruit,10.44,158
grapefruit,10.44,134
grapefruit,10.44,167
grapefruit,10.44,155
grapefruit,10.44,137
grapefruit,10.44,159
grapefruit,10.45,151
grapefruit,10.45,155
grapefruit,10.45,159
grapefruit,10.45,151
grapefruit,10.45,143
grapefruit,10.45,156
grapefruit,10.45,154
grapefruit,10.45,130
grapefruit,10.45,157
grapefruit,10.45,148
grapefruit,10.45,147
grapefruit,10.46,157
grapefruit,10.46,138
grapefruit,10.46,164
grapefruit,10.46,170
grapefruit,10.46,163
grapefruit,10.46,165
grapefruit,10.46,136
grapefruit,10.46,181
grapefruit,10.46,143
grapefruit,10.46,173
grapefruit,10.46,164
grapefruit,10.46,164
grapefruit,10.47,145
grapefruit,10.47,146
grapefruit,10.47,147
grapefruit,10.47,142
grapefruit,10.47,154
grapefruit,10.47,154
grapefruit,10.47,161
grapefruit,10.47,128
grapefruit,10.48,157
grapefruit,10.48,156
grapefruit,10.48,160
grapefruit,10.48,148
grapefruit,10.48,146
grapefruit,10.48,166
grapefruit,10.48,143
grapefruit,10.48,127
grapefruit,10.48,136
grapefruit,10.48,139
grapefruit,10.49,138
grapefruit,10.49,145
grapefruit,10.49,162
grapefruit,10.49,134
grapefruit,10.49,142
grapefruit,10.49,153
grapefruit,10.5,148
grapefruit,10.5,148
grapefruit,10.5,172
grapefruit,10.5,133
grapefruit,10.5,153
grapefruit,10.5,143
grapefruit,10.5,165
grapefruit,10.51,135
grapefruit,10.51,152
grapefruit,10.51,142
grapefruit,10.51,162
grapefruit,10.51,156
grapefruit,10.51,142
grapefruit,10.51,148
grapefruit,10.51,138
grapefruit,10.51,156
grapefruit,10.51,156
grapefruit,10.51,142
grapefruit,10.51,155
grapefruit,10.51,155
grapefruit,10.51,138
grapefruit,10.51,144
grapefruit,10.51,168
grapefruit,10.52,153
grapefruit,10.52,144
grapefruit,10.52,144
grapefruit,10.52,160
grapefruit,10.52,153
grapefruit,10.52,154
grapefruit,10.52,139
grapefruit,10.52,145
grapefruit,10.52,147
grapefruit,10.53,150
grapefruit,10.53,150
grapefruit,10.53,159
grapefruit,10.53,138
grapefruit,10.53,158
grapefruit,10.53,154
grapefruit,10.53,146
grapefruit,10.53,151
grapefruit,10.53,147
grapefruit,10.53,150
grapefruit,10.53,136
grapefruit,10.53,153
grapefruit,10.53,132
grapefruit,10.54,145
grapefruit,10.54,150
grapefruit,10.54,145
grapefruit,10.54,147
grapefruit,10.54,157
grapefruit,10.54,151
grapefruit,10.54,154
grapefruit,10.54,148
grapefruit,10.54,148
grapefruit,10.54,151
grapefruit,10.55,163
grapefruit,10.55,162
grapefruit,10.55,166
grapefruit,10.56,140
grapefruit,10.56,164
grapefruit,10.56,174
grapefruit,10.56,159
grapefruit,10.56,158
grapefruit,10.56,147
grapefruit,10.56,157
grapefruit,10.56,149
grapefruit,10.56,145
grapefruit,10.56,140
grapefruit,10.56,156
grapefruit,10.56,142
grapefruit,10.56,160
grapefruit,10.56,161
grapefruit,10.56,167
grapefruit,10.57,144
grapefruit,10.57,156
grapefruit,10.57,132
grapefruit,10.57,162
grapefruit,10.57,171
grapefruit,10.57,154
grapefruit,10.57,135
grapefruit,10.57,154
grapefruit,10.57,146
grapefruit,10.57,151
grapefruit,10.57,144
grapefruit,10.57,148
grapefruit,10.57,160
grapefruit,10.57,153
grapefruit,10.57,157
grapefruit,10.57,137
grapefruit,10.57,141
grapefruit,10.58,143
grapefruit,10.58,156
grapefruit,10.58,156
grapefruit,10.58,137
grapefruit,10.58,154
grapefruit,10.58,126
grapefruit,10.58,150
grapefruit,10.58,137
grapefruit,10.58,164
grapefruit,10.58,161
grapefruit,10.59,133
grapefruit,10.59,148
grapefruit,10.59,182
grapefruit,10.59,141
grapefruit,10.59,138
grapefruit,10.59,158
grapefruit,10.59,148
grapefruit,10.59,151
grapefruit,10.59,154
grapefruit,10.59,149
grapefruit,10.59,160
grapefruit,10.6,157
grapefruit,10.6,150
grapefruit,10.6,167
grapefruit,10.6,161
grapefruit,10.6,142
grapefruit,10.6,141
grapefruit,10.6,149
grapefruit,10.6,148
grapefruit,10.6,154
grapefruit,10.6,154
grapefruit,10.6,140
grapefruit,10.6,139
grapefruit,10.61,147
grapefruit,10.61,157
grapefruit,10.61,140
grapefruit,10.61,148
grapefruit,10.61,157
grapefruit,10.61,145
grapefruit,10.61,153
grapefruit,10.61,140
grapefruit,10.61,157
grapefruit,10.61,152
grapefruit,10.61,153
grapefruit,10.61,141
grapefruit,10.61,142
grapefruit,10.61,160
grapefruit,10.62,156
grapefruit,10.62,147
grapefruit,10.62,144
grapefruit,10.62,151
grapefruit,10.62,154
grapefruit,10.62,169
grapefruit,10.62,166
grapefruit,10.62,151
grapefruit,10.62,146
grapefruit,10.62,143
grapefruit,10.62,137
grapefruit,10.62,143
grapefruit,10.63,146
grapefruit,10.63,165
grapefruit,10.63,138
grapefruit,10.63,151
grapefruit,10.63,154
grapefruit,10.63,162
grapefruit,10.63,149
grapefruit,10.63,135
grapefruit,10.63,164
grapefruit,10.63,148
grapefruit,10.63,160
grapefruit,10.63,144
grapefruit,10.63,151
grapefruit,10.64,160
grapefruit,10.64,165
grapefruit,10.64,172
grapefruit,10.64,147
grapefruit,10.64,149
grapefruit,10.64,161
grapefruit,10.64,146
grapefruit,10.64,148
grapefruit,10.64,154
grapefruit,10.64,163
grapefruit,10.65,167
grapefruit,10.65,163
grapefruit,10.65,143
grapefruit,10.65,143
grapefruit,10.65,131
grapefruit,10.65,148
grapefruit,10.65,158
grapefruit,10.65,136
grapefruit,10.65,157
grapefruit,10.65,135
grapefruit,10.65,139
grapefruit,10.65,149
grapefruit,10.65,141
grapefruit,10.65,145
grapefruit,10.65,151
grapefruit,10.66,150
grapefruit,10.66,141
grapefruit,10.66,155
grapefruit,10.66,156
grapefruit,10.66,142
grapefruit,10.66,157
grapefruit,10.66,141
grapefruit,10.66,136
grapefruit,10.66,152
grapefruit,10.66,144
grapefruit,10.66,153
grapefruit,10.66,142
grapefruit,10.66,153
grapefruit,10.66,146
grapefruit,10.66,166
grapefruit,10.66,168
grapefruit,10.67,165
grapefruit,10.67,140
grapefruit,10.67,156
grapefruit,10.67,158
grapefruit,10.67,140
grapefruit,10.67,151
grapefruit,10.67,154
grapefruit,10.67,175
grapefruit,10.67,143
grapefruit,10.67,159
grapefruit,10.67,152
grapefruit,10.67,142
grapefruit,10.68,136
grapefruit,10.68,148
grapefruit,10.68,157
grapefruit,10.68,152
grapefruit,10.68,167
grapefruit,10.68,167
grapefruit,10.68,152
grapefruit,10.68,158
grapefruit,10.68,162
grapefruit,10.68,176
grapefruit,10.68,161
grapefruit,10.68,158
grapefruit,10.69,168
grapefruit,10.69,157
grapefruit,10.69,140
grapefruit,10.69,140
grapefruit,10.69,161
grapefruit,10.69,151
grapefruit,10.69,139
grapefruit,10.69,144
grapefruit,10.69,155
grapefruit,10.69,156
grapefruit,10.69,165
grapefruit,10.69,147
grapefruit,10.69,144
grapefruit,10.69,159
grapefruit,10.69,160
grapefruit,10.69,147
grapefruit,10.69,135
grapefruit,10.69,153
grapefruit,10.69,139
grapefruit,10.69,156
grapefruit,10.7,164
grapefruit,10.7,160
grapefruit,10.7,164
grapefruit,10.7,161
grapefruit,10.7,145
grapefruit,10.7,165
grapefruit,10.7,169
grapefruit,10.7,144
grapefruit,10.7,158
grapefruit,10.7,155
grapefruit,10.7,151
grapefruit,10.7,151
grapefruit,10.7,142
grapefruit,10.7,143
grapefruit,10.71,138
grapefruit,10.71,154
grapefruit,10.71,166
grapefruit,10.71,155
grapefruit,10.71,161
grapefruit,10.71,150
grapefruit,10.71,140
grapefruit,10.71,132
grapefruit,10.71,141
grapefruit,10.71,132
grapefruit,10.72,144
grapefruit,10.72,169
grapefruit,10.72,152
grapefruit,10.72,153
grapefruit,10.72,135
grapefruit,10.72,140
grapefruit,10.72,138
grapefruit,10.72,151
grapefruit,10.72,148
grapefruit,10.72,159
grapefruit,10.73,149
grapefruit,10.73,140
grapefruit,10.73,144
grapefruit,10.73,126
grapefruit,10.73,160
grapefruit,10.73,143
grapefruit,10.73,134
grapefruit,10.73,152
grapefruit,10.73,167
grapefruit,10.73,144
grapefruit,10.73,153
grapefruit,10.73,148
grapefruit,10.73,149
grapefruit,10.73,142
grapefruit,10.74,146
grapefruit,10.74,157
grapefruit,10.74,154
grapefruit,10.74,148
grapefruit,10.74,156
grapefruit,10.74,152
grapefruit,10.74,139
grapefruit,10.74,144
grapefruit,10.74,146
grapefruit,10.74,132
grapefruit,10.74,154
grapefruit,10.74,147
grapefruit,10.74,153
grapefruit,10.74,152
grapefruit,10.74,152
grapefruit,10.74,125
grapefruit,10.75,152
grapefruit,10.75,129
grapefruit,10.75,156
grapefruit,10.75,149
grapefruit,10.75,142
grapefruit,10.75,147
grapefruit,10.75,145
grapefruit,10.75,158
grapefruit,10.75,160
grapefruit,10.75,149
grapefruit,10.75,152
grapefruit,10.75,145
grapefruit,10.75,149
grapefruit,10.75,161
grapefruit,10.75,151
grapefruit,10.76,145
grapefruit,10.76,145
grapefruit,10.76,154
grapefruit,10.76,138
grapefruit,10.76,143
grapefruit,10.76,151
grapefruit,10.76,154
grapefruit,10.76,144
grapefruit,10.76,139
grapefruit,10.76,156
grapefruit,10.76,163
grapefruit,10.76,149
grapefruit,10.76,151
grapefruit,10.76,139
grapefruit,10.76,140
grapefruit,10.76,152
grapefruit,10.76,147
grapefruit,10.77,167
grapefruit,10.77,141
grapefruit,10.77,141
grapefruit,10.77,166
grapefruit,10.77,157
grapefruit,10.77,150
grapefruit,10.77,147
grapefruit,10.77,149
grapefruit,10.77,142
grapefruit,10.77,142
grapefruit,10.77,160
grapefruit,10.77,163
grapefruit,10.77,158
grapefruit,10.77,142
grapefruit,10.77,140
grapefruit,10.77,124
grapefruit,10.77,161
grapefruit,10.77,150
grapefruit,10.77,158
grapefruit,10.77,145
grapefruit,10.77,147
grapefruit,10.77,160
grapefruit,10.78,162
grapefruit,10.78,150
grapefruit,10.78,141
grapefruit,10.78,157
grapefruit,10.78,148
grapefruit,10.78,148
grapefruit,10.78,135
grapefruit,10.78,156
grapefruit,10.78,159
grapefruit,10.78,153
grapefruit,10.78,142
grapefruit,10.79,150
grapefruit,10.79,133
grapefruit,10.79,151
grapefruit,10.79,132
grapefruit,10.79,167
grapefruit,10.79,166
grapefruit,10.79,169
grapefruit,10.79,140
grapefruit,10.79,149
grapefruit,10.79,144
grapefruit,10.79,150
grapefruit,10.79,165
grapefruit,10.79,152
grapefruit,10.79,150
grapefruit,10.79,123
grapefruit,10.79,147
grapefruit,10.79,152
grapefruit,10.79,153
grapefruit,10.8,156
grapefruit,10.8,145
grapefruit,10.8,137
grapefruit,10.8,146
grapefruit,10.8,141
grapefruit,10.8,142
grapefruit,10.8,161
grapefruit,10.8,166
grapefruit,10.8,159
grapefruit,10.8,159
grapefruit,10.8,167
grapefruit,10.8,149
grapefruit,10.8,143
grapefruit,10.81,172
grapefruit,10.81,165
grapefruit,10.81,148
grapefruit,10.81,145
grapefruit,10.81,144
grapefruit,10.81,159
grapefruit,10.81,127
grapefruit,10.81,144
grapefruit,10.81,141
grapefruit,10.81,144
grapefruit,10.81,168
grapefruit,10.81,148
grapefruit,10.81,134
grapefruit,10.81,164
grapefruit,10.81,131
grapefruit,10.81,153
grapefruit,10.81,167
grapefruit,10.81,166
grapefruit,10.81,136
grapefruit,10.81,143
grapefruit,10.81,163
grapefruit,10.81,153
grapefruit,10.82,159
grapefruit,10.82,156
grapefruit,10.82,166
grapefruit,10.82,139
grapefruit,10.82,156
grapefruit,10.82,156
grapefruit,10.82,137
grapefruit,10.82,151
grapefruit,10.82,149
grapefruit,10.82,148
grapefruit,10.82,137
grapefruit,10.82,143
grapefruit,10.82,133
grapefruit,10.82,164
grapefruit,10.82,149
grapefruit,10.82,132
grapefruit,10.82,147
grapefruit,10.83,135
grapefruit,10.83,155
grapefruit,10.83,151
grapefruit,10.83,145
grapefruit,10.83,154
grapefruit,10.83,157
grapefruit,10.83,160
grapefruit,10.83,146
grapefruit,10.83,152
grapefruit,10.83,162
grapefruit,10.83,148
grapefruit,10.83,148
grapefruit,10.83,144
grapefruit,10.83,158
grapefruit,10.83,136
grapefruit,10.84,164
grapefruit,10.84,151
grapefruit,10.84,145
grapefruit,10.84,166
grapefruit,10.84,153
grapefruit,10.84,175
grapefruit,10.84,151
grapefruit,10.84,155
grapefruit,10.84,159
grapefruit,10.84,146
grapefruit,10.84,151
grapefruit,10.84,141
grapefruit,10.84,160
grapefruit,10.84,138
grapefruit,10.85,138
grapefruit,10.85,141
grapefruit,10.85,151
grapefruit,10.85,153
grapefruit,10.85,143
grapefruit,10.85,150
grapefruit,10.85,154
grapefruit,10.85,155
grapefruit,10.85,157
grapefruit,10.85,155
grapefruit,10.85,142
grapefruit,10.86,148
grapefruit,10.86,146
grapefruit,10.86,144
grapefruit,10.86,166
grapefruit,10.86,159
grapefruit,10.86,150
grapefruit,10.86,154
grapefruit,10.86,157
grapefruit,10.86,137
grapefruit,10.86,151
grapefruit,10.86,161
grapefruit,10.86,152
grapefruit,10.86,147
grapefruit,10.86,141
grapefruit,10.86,166
grapefruit,10.86,149
grapefruit,10.86,152
grapefruit,10.86,156
grapefruit,10.86,147
grapefruit,10.87,139
grapefruit,10.87,157
grapefruit,10.87,170
grapefruit,10.87,153
grapefruit,10.87,155
grapefruit,10.87,152
grapefruit,10.87,163
grapefruit,10.87,135
grapefruit,10.87,131
grapefruit,10.87,140
grapefruit,10.87,161
grapefruit,10.87,147
grapefruit,10.87,163
grapefruit,10.88,151
grapefruit,10.88,150
grapefruit,10.88,168
grapefruit,10.88,154
grapefruit,10.88,142
grapefruit,10.88,133
grapefruit,10.88,144
grapefruit,10.88,148
grapefruit,10.88,159
grapefruit,10.88,162
grapefruit,10.88,148
grapefruit,10.88,159
grapefruit,10.88,157
grapefruit,10.88,150
grapefruit,10.88,123
grapefruit,10.88,153
grapefruit,10.89,146
grapefruit,10.89,136
grapefruit,10.89,139
grapefruit,10.89,148
grapefruit,10.89,151
grapefruit,10.89,152
grapefruit,10.89,155
grapefruit,10.89,146
grapefruit,10.89,146
grapefruit,10.89,125
grapefruit,10.89,168
grapefruit,10.89,151
grapefruit,10.89,158
grapefruit,10.89,152
grapefruit,10.89,153
grapefruit,10.89,158
grapefruit,10.89,142
grapefruit,10.89,149
grapefruit,10.89,152
grapefruit,10.89,151
grapefruit,10.89,149
grapefruit,10.89,172
grapefruit,10.89,162
grapefruit,10.89,150
grapefruit,10.9,150
grapefruit,10.9,151
grapefruit,10.9,126
grapefruit,10.9,148
grapefruit,10.9,150
grapefruit,10.9,148
grapefruit,10.9,149
grapefruit,10.91,155
grapefruit,10.91,135
grapefruit,10.91,163
grapefruit,10.91,146
grapefruit,10.91,153
grapefruit,10.91,153
grapefruit,10.91,132
grapefruit,10.91,136
grapefruit,10.91,142
grapefruit,10.91,144
grapefruit,10.91,166
grapefruit,10.91,167
grapefruit,10.91,167
grapefruit,10.91,136
grapefruit,10.91,142
grapefruit,10.92,152
grapefruit,10.92,157
grapefruit,10.92,156
grapefruit,10.92,153
grapefruit,10.92,153
grapefruit,10.92,145
grapefruit,10.92,140
grapefruit,10.92,130
grapefruit,10.92,157
grapefruit,10.92,146
grapefruit,10.92,138
grapefruit,10.92,149
grapefruit,10.92,140
grapefruit,10.92,145
grapefruit,10.92,134
grapefruit,10.92,136
grapefruit,10.92,139
grapefruit,10.92,159
grapefruit,10.92,158
grapefruit,10.92,171
grapefruit,10.93,153
grapefruit,10.93,169
grapefruit,10.93,151
grapefruit,10.93,160
grapefruit,10.93,143
grapefruit,10.93,144
grapefruit,10.93,145
grapefruit,10.93,148
grapefruit,10.93,150
grapefruit,10.93,156
grapefruit,10.93,149
grapefruit,10.93,150
grapefruit,10.93,154
grapefruit,10.93,155
grapefruit,10.94,159
grapefruit,10.94,155
grapefruit,10.94,156
grapefruit,10.94,150
grapefruit,10.94,142
grapefruit,10.94,137
grapefruit,10.94,165
grapefruit,10.94,141
grapefruit,10.94,154
grapefruit,10.94,161
grapefruit,10.94,149
grapefruit,10.94,173
grapefruit,10.94,152
grapefruit,10.94,158
grapefruit,10.94,144
grapefruit,10.95,166
grapefruit,10.95,168
grapefruit,10.95,161
grapefruit,10.95,147
grapefruit,10.95,170
grapefruit,10.95,150
grapefruit,10.95,146
grapefruit,10.95,142
grapefruit,10.95,150
grapefruit,10.95,150
grapefruit,10.95,150
grapefruit,10.95,144
grapefruit,10.95,156
grapefruit,10.95,155
grapefruit,10.95,152
grapefruit,10.95,154
grapefruit,10.95,157
grapefruit,10.95,157
grapefruit,10.95,155
grapefruit,10.95,151
grapefruit,10.96,159
grapefruit,10.96,144
grapefruit,10.96,150
grapefruit,10.96,143
grapefruit,10.96,149
grapefruit,10.96,158
grapefruit,10.96,151
grapefruit,10.96,150
grapefruit,10.96,135
grapefruit,10.96,158
grapefruit,10.96,149
grapefruit,10.96,141
grapefruit,10.96,145
grapefruit,10.96,140
grapefruit,10.97,150
grapefruit,10.97,147
grapefruit,10.97,160
grapefruit,10.97,146
grapefruit,10.97,161
grapefruit,10.97,167
grapefruit,10.97,143
grapefruit,10.97,148
grapefruit,10.97,149
grapefruit,10.97,174
grapefruit,10.97,162
grapefruit,10.97,150
grapefruit,10.97,149
grapefruit,10.97,156
grapefruit,10.97,143
grapefruit,10.97,155
grapefruit,10.97,156
grapefruit,10.97,161
grapefruit,10.97,151
grapefruit,10.97,139
grapefruit,10.97,134
grapefruit,10.97,153
grapefruit,10.97,145
grapefruit,10.98,172
grapefruit,10.98,163
grapefruit,10.98,152
grapefruit,10.98,149
grapefruit,10.98,140
grapefruit,10.98,157
grapefruit,10.98,165
grapefruit,10.98,150
